iter	Passed	Remaining
628	10484	6183
629	10509	6172
630	10512	6147
631	10535	6134
632	10537	6109
633	10568	6101
634	10587	6085
635	10590	6061
636	10608	6045
637	10613	6021
638	10633	6007
639	10637	5983
640	10639	5958
641	10641	5934
642	10643	5909
643	10645	5884
644	10647	5860
645	10649	5835
646	10651	5811
647	10652	5786
648	10654	5762
649	10698	5760
650	10704	5738
651	10732	5728
652	10744	5709
653	10755	5690
654	10780	5678
655	10782	5654
656	10796	5636
657	10800	5613
658	10810	5593
659	10826	5577
660	10829	5553
661	10831	5530
662	10837	5508
663	10844	5487
664	10848	5464
665	10858	5445
666	10861	5422
667	10863	5399
668	10871	5378
669	10875	5356
670	10903	5345
671	10984	5361
672	10988	5339
673	11011	5325
674	11015	5303
675	11036	5289
676	11076	5284
677	11109	5276
678	11113	5253
679	11137	5241
680	11152	5224
681	11158	5202
682	11171	5185
683	11200	5174
684	11233	5165
685	11258	5153
686	11267	5133
687	11289	5119
688	11324	5111
689	11368	5107
690	11396	5096
691	11398	5073
692	11399	5050
693	11435	5042
694	11437	5019
695	11451	5001
696	11464	4983
697	11490	4971
698	11492	4949
699	11494	4926
700	11503	4906
701	11511	4886
702	11557	4882
703	11572	4865
704	11577	4844
705	11594	4828
706	11613	4813
707	11676	4815
708	11681	4794
709	11702	4779
710	11706	4758
711	11731	4745
712	11734	4723
713	11760	4710
714	11764	4689
715	11781	4673
716	11799	4657
717	11803	4636
718	11828	4622
719	11845	4606
720	11869	4593
721	11874	4572
722	11919	4566
723	11925	4546
724	11962	4537
725	12008	4531
726	12026	4516
727	12032	4495
728	12053	4480
729	12101	4475
730	12129	4463
731	12159	4451
732	12161	4429
733	12174	4411
734	12185	4393
735	12207	4378
736	12215	4359
737	12227	4341
738	12247	4325
739	12251	4304
740	12274	4290
741	12312	4281
742	12316	4260
743	12358	4252
744	12366	4232
745	12377	4214
746	12383	4194
747	12395	4176
748	12407	4157
749	12410	4136
750	12412	4115
751	12463	4110
752	12476	4092
753	12481	4072
754	12491	4053
755	12498	4033
756	12536	4024
757	12548	4006
758	12553	3985
759	12570	3969
760	12575	3949
761	12603	3936
762	12607	3916
763	12623	3899
764	12645	3884
765	12660	3867
766	12698	3857
767	12702	3837
768	12744	3828
769	12752	3809
770	12758	3789
771	12782	3775
772	12788	3755
773	12813	3741
774	12818	3721
775	12834	3704
776	12868	3693
777	12872	3673
778	12893	3657
779	12895	3637
780	12900	3617
781	12906	3597
782	12913	3578
783	12921	3560
784	12937	3543
785	12939	3522
786	12941	3502
787	12945	3482
788	12967	3467
789	12975	3449
790	12992	3432
791	12997	3413
792	13046	3405
793	13048	3385
794	13072	3370
795	13089	3354
796	13100	3336
797	13112	3319
798	13153	3308
799	13157	3289
800	13160	3269
801	13197	3258
802	13204	3239
803	13213	3221
804	13255	3210
805	13266	3193
806	13300	3180
807	13305	3161
808	13318	3144
809	13367	3135
810	13390	3120
811	13393	3101
812	13422	3087
813	13424	3067
814	13446	3052
815	13462	3035
816	13476	3018
817	13485	3000
818	13498	2983
819	13510	2965
820	13543	2952
821	13546	2933
822	13582	2921
823	13585	2901
824	13589	2882
825	13623	2869
826	13627	2850
827	13643	2834
828	13646	2814
829	13669	2799
830	13689	2783
831	13700	2766
832	13734	2753
833	13751	2737
834	13766	2720
835	13787	2704
836	13828	2693
837	13831	2673
838	13835	2654
839	13866	2641
840	13871	2622
841	13900	2608
842	13925	2593
843	13946	2577
844	13948	2558
845	13975	2543
846	13978	2524
847	14008	2510
848	14022	2493
849	14024	2474
850	14044	2458
851	14059	2442
852	14090	2428
853	14094	2409
854	14122	2395
855	14153	2380
856	14158	2362
857	14171	2345
858	14224	2334
859	14242	2318
860	14246	2299
861	14274	2285
862	14279	2266
863	14326	2255
864	14356	2240
865	14373	2224
866	14379	2205
867	14405	2190
868	14410	2172
869	14441	2157
870	14443	2139
871	14445	2120
872	14476	2106
873	14480	2087
874	14502	2071
875	14507	2053
876	14517	2036
877	14522	2017
878	14527	1999
879	14535	1982
880	14542	1964
881	14558	1947
882	14578	1931
883	14592	1914
884	14611	1898
885	14630	1882
886	14636	1864
887	14651	1847
888	14664	1830
889	14724	1819
890	14728	1801
891	14755	1786
892	14759	1768
893	14790	1753
894	14794	1735
895	14833	1721
896	14846	1704
897	14865	1688
898	14869	1670
899	14912	1656
900	14914	1638
901	14918	1620
902	14936	1604
903	14951	1587
904	14969	1571
905	14977	1553
906	15007	1538
907	15030	1522
908	15075	1509
909	15089	1492
910	15092	1474
911	15096	1456
912	15132	1441
913	15144	1425
914	15148	1407
915	15179	1392
916	15188	1374
917	15202	1357
918	15210	1340
919	15214	1322
920	15231	1306
921	15239	1289
922	15246	1271
923	15253	1254
924	15265	1237
925	15273	1220
926	15281	1203
927	15296	1186
928	15300	1169
929	15304	1151
930	15312	1134
931	15322	1117
932	15330	1100
933	15332	1083
934	15337	1066
935	15347	1049
936	15350	1032
937	15359	1015
938	15375	998
939	15381	981
940	15386	964
941	15395	947
942	15410	931
943	15416	914
944	15425	897
945	15433	880
946	15438	864
947	15466	848
948	15492	832
949	15499	815
950	15513	799
951	15554	784
952	15559	767
953	15577	751
954	15583	734
955	15611	718
956	15631	702
957	15645	685
958	15660	669
959	15677	653
960	15681	636
961	15699	620
962	15725	604
963	15742	587
964	15762	571
965	15779	555
966	15801	539
967	15893	525
968	15897	508
969	15921	492
970	15926	475
971	15957	459
972	15988	443
973	15992	426
974	15994	410
975	15996	393
976	16024	377
977	16049	361
978	16064	344
979	16080	328
980	16085	311
981	16138	295
982	16157	279
983	16159	262
984	16161	246
985	16182	229
986	16184	213
987	16186	196
988	16193	180
989	16197	163
990	16202	147
991	16203	130
992	16251	114
993	16268	98
994	16274	81
995	16278	65
996	16307	49
997	16324	32
998	16343	16
999	16353	0
